,AAPL,ABBV,ABT,ACN,ADBE,AMGN,AMZN,AVGO,BAC,BMY,BRK.B,C,CMCSA,COST,CRM,CSCO,CVX,DIS,FB,GOOG,GOOGL,HD,INTC,JNJ,JPM,KO,LLY,MA,MCD,MDT,MRK,MSFT,NEE,NFLX,NKE,NVDA,PEP,PFE,PG,PM,PYPL,T,TMO,TXN,UNH,UNP,V,VZ,WMT,XOM
,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close
date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-01,153.18,64.52,46.1,125.22,141.38,156.24,996.92,234.6,22.64,54.53,166.66,61.07,41.67,180.63,90.02,31.8,104.27,105.76,151.48,967.04,988.29,155.15,36.12,128.68,83.07,45.79,79.99,123.36,152.33,86.08,65.25,70.12,141.87,162.97,52.34,144.35,117.22,32.7,88.12,120.91,53.15,38.86,174.77,81.49,179.5,110.63,95.38,46.5,79.8,80.7
2017-06-02,155.45,67.23,46.49,125.65,143.49,154.64,1006.78,254.54,22.43,54.96,166.18,61.09,41.08,180.91,90.83,31.98,103.065,104.75,153.59,975.59,996.08,155.2,36.32,130.01,82.54,45.87,80.0,125.09,153.59,85.79,65.43,71.75,142.58,165.18,52.95,143.54,117.6,32.5,88.55,121.78,53.52,38.835,176.27,81.63,179.2,111.2,96.05,46.4,79.53,79.43
2017-06-05,153.93,65.3,46.63,126.59,143.58,160.22,1011.17,252.21,22.415,52.365,166.58,61.26,41.79,182.07,91.39,31.76,103.2099,106.51,153.63,983.11,1003.88,154.81,36.34,130.37,82.79,45.98,79.34,125.93,152.8399,85.95,65.0799,72.28,141.88,165.05,53.01,148.01,117.89,32.35,88.73,121.95,53.8,38.83,176.44,81.89,179.3799,110.22,96.54,46.38,80.26,80.12
2017-06-06,154.45,65.64,46.36,126.33,143.03,155.01,1003.0,253.86,22.24,51.665,166.14,61.02,41.72,181.47,91.09,31.57,104.2,105.51,152.82,976.56,996.68,154.18,36.13,130.85,82.97,45.97,79.09,125.24,151.24,85.99,64.68,72.52,141.95,165.17,52.47,147.35,117.69,32.09,88.78,122.0,53.4,38.75,176.055,82.22,180.81,108.96,95.84,46.44,78.93,81.22
2017-06-07,155.37,68.755,46.555,126.56,143.62,157.08,1010.08,254.28,22.6001,52.57,166.43,61.9,41.88,182.2,91.38,31.61,103.76,103.52,153.12,980.82,1001.5,154.96,36.25,130.77,83.88,45.51,79.37,125.18,151.93,85.99,64.06,72.39,142.52,165.61,53.22,149.12,117.04,31.99,88.79,122.3,53.85,38.7734,176.35,82.89,183.3,109.08,96.08,46.49,79.15,80.91
2017-06-08,154.92,66.5,46.72,126.18,142.62,162.66,1010.39,254.95,22.98,52.85,166.905,63.22,40.94,181.41,91.23,31.61,100.13,104.32,154.71,983.4,1004.27,153.5,36.48,130.54,84.9536,45.13,80.1,124.72,151.49,85.94,63.24,71.93,141.4301,165.88,53.19,159.94,115.89,31.73,87.84,121.09,54.39,38.49,174.77,84.35,181.65,109.8,96.08,46.19,78.95,80.62
2017-06-09,148.97,67.38,47.29,125.77,138.05,164.06,977.27,243.34,23.66,53.73,169.96,64.45,40.69,180.36,87.25,31.37,106.36,105.62,149.6,949.93,970.12,152.95,35.71,131.55,86.96,45.3,81.05,122.99,151.42,86.53,64.39,70.32,140.18,158.05,53.44,149.59,115.92,32.77,88.14,120.11,53.395,38.785,174.85,80.88,181.36,109.71,94.57,46.71,79.4,82.1
2017-06-12,145.4,67.25,47.19,126.35,137.24,160.21,964.92,242.67,23.795,54.37,170.54,64.33,40.08,179.629,86.19,31.25,104.02,107.05,148.44,942.89,961.81,152.18,35.73,131.82,86.99,45.34,80.91,120.79,148.48,87.64,64.4,69.78,139.38,151.417,54.04,149.97,116.23,32.69,88.26,119.17,52.145,39.09,173.42,81.05,179.26,110.09,93.46,47.19,79.23,82.935
2017-06-13,146.59,67.38,47.47,127.09,139.08,159.77,980.8,242.94,23.77,54.2,171.45,64.7,41.23,180.51,87.28,31.7,104.11,104.15,150.68,953.41,970.8,153.94,35.88,132.03,87.27,45.03,81.27,122.29,149.8,87.23,63.28,70.65,139.91,152.72,54.32,151.39,116.32,32.58,88.04,118.69,52.06,38.68,174.95,80.99,181.12,111.54,95.1,46.45,79.52,82.96
2017-06-14,145.16,68.21,47.65,127.25,138.25,160.42,976.2,240.54,23.75,54.5,171.39,64.72,41.1,181.66,87.17,31.6,106.62,103.74,150.25,950.76,967.97,156.765,35.53,132.77,87.0932,45.3,81.59,122.57,150.67,87.66,63.36,70.27,141.15,152.2,54.65,151.72,117.37,32.7,88.45,119.69,51.9,38.73,174.57,80.16,182.34,109.77,95.31,46.695,79.91,82.08
2017-06-15,144.3,68.28,48.13,127.06,137.54,164.04,964.0,238.06,23.55,54.28,170.49,64.1,40.54,180.08,86.25,31.59,102.38,105.95,149.81,942.6,960.18,156.81,35.31,133.04,86.57,45.26,82.06,121.44,151.19,87.69,63.16,69.9,141.91,151.75,52.9,152.37,117.23,32.82,89.35,120.51,52.31,38.84,174.15,80.08,180.4,110.67,94.15,46.62,78.91,82.25
2017-06-16,142.25,68.72,48.21,127.59,137.84,162.41,987.61,236.28,23.44,54.45,170.53,63.865,41.27,167.11,86.02,31.62,108.34,105.53,150.6,939.73,958.62,156.63,35.2,134.37,86.18,45.31,81.88,121.93,151.99,88.08,62.98,69.99,142.88,152.38,51.1,151.5,116.85,32.96,89.66,121.84,51.82,38.95,174.9,79.68,181.56,111.37,94.14,46.62,75.26,83.45
2017-06-19,146.34,69.0,48.87,127.73,140.34,165.1,995.13,241.15,23.905,55.2,171.42,64.47,41.77,164.33,87.53,31.99,107.44,105.32,152.85,957.25,975.22,158.72,35.5,134.04,88.01,45.37,82.29,123.03,153.09,88.99,63.67,70.87,142.32,153.36,52.0,157.33,117.27,33.2,89.84,122.86,52.92,38.9,176.12,81.4,182.99,111.83,94.75,46.56,75.48,82.74
2017-06-20,145.01,68.88,48.78,126.57,140.9,161.58,992.58,239.99,23.49,55.65,170.61,63.92,40.38,162.89,86.92,31.84,102.52,103.94,152.26,950.44,968.83,157.7,34.86,134.22,87.54,45.61,82.73,122.92,154.04,88.84,64.54,69.9,141.98,152.05,51.55,157.1,117.93,33.565,89.64,122.13,52.52,38.65,175.58,79.57,183.21,108.35,94.41,45.95,75.56,82.32
2017-06-21,145.87,71.35,48.59,127.13,144.24,171.46,1001.79,245.13,23.14,56.085,169.68,63.83,39.41,163.13,87.55,31.845,104.51,104.83,153.911,959.51,978.59,156.59,34.58,134.93,87.14,45.22,82.65,123.1,153.82,88.8,65.47,70.27,141.07,155.03,52.61,159.47,117.44,33.88,89.43,120.2,53.54,38.16,175.6,79.67,184.98,107.63,94.57,45.42,76.25,81.46
2017-06-22,145.63,73.19,49.29,122.05,143.69,168.89,1001.39,244.04,22.945,57.34,168.39,63.625,39.94,159.8,88.51,31.85,100.57,104.22,153.41,957.1,976.62,155.48,34.36,136.06,87.05,45.07,84.31,123.39,154.79,89.11,66.02,70.26,141.62,154.9,52.4,158.37,116.15,34.06,89.01,119.71,53.87,38.12,175.43,79.05,186.24,107.41,93.96,45.42,75.53,81.089
2017-06-23,146.29,70.26,49.08,122.78,145.41,167.61,1003.74,245.25,22.82,56.68,167.16,63.39,39.48,157.14,88.63,32.09,104.96,104.435,155.07,965.59,986.07,151.31,34.19,136.4,86.84,45.23,83.92,124.03,154.65,89.18,66.15,71.23,143.14,158.02,52.86,153.84,116.96,34.16,89.42,119.52,54.32,37.95,174.39,79.58,185.18,108.1,95.575,45.41,74.82,81.595
2017-06-26,145.8,70.35,48.91,122.36,144.98,168.75,993.99,242.77,22.91,56.92,167.47,63.8,38.73,160.19,88.08,32.25,100.27,105.55,153.58,952.0777,972.24,151.43,34.08,136.37,87.26,45.42,84.24,123.51,153.94,89.14,65.91,70.52,144.22,157.51,53.29,152.14,117.08,34.05,89.35,119.5,53.74,38.14,173.2,78.3,185.07,107.99,95.22,45.75,75.5,81.24
2017-06-27,143.78,72.42,48.67,122.19,142.54,166.01,977.41,235.33,23.29,55.905,167.44,64.24,38.4,159.29,87.68,31.77,104.11,105.44,150.61,928.13,948.09,152.28,33.66,135.04,88.08,45.06,83.05,122.77,153.79,88.82,65.555,69.21,142.32,151.02,52.96,146.6,115.97,33.78,88.63,118.21,52.73,37.71,173.7,76.95,184.47,107.36,94.95,44.85,76.04,81.13
2017-06-28,145.83,70.53,48.47,123.67,143.79,174.09,990.03,241.05,23.88,55.84,169.78,65.2,38.99,160.17,88.03,32.08,100.4,104.44,153.22,940.49,961.0,153.07,34.19,133.8,89.81,45.3,83.08,124.65,154.27,89.3,65.175,69.8,140.96,153.4,53.35,151.75,116.32,33.74,88.36,118.92,54.39,37.93,175.75,78.05,185.68,108.73,96.23,44.83,76.51,81.53
2017-06-29,143.67,70.1,48.72,123.02,141.18,167.7,975.91,234.01,24.325,55.81,169.36,67.0,38.88,158.68,86.76,31.4,104.15,105.68,151.04,917.76,937.39,152.13,33.55,132.65,91.16,44.82,82.67,121.51,153.13,88.7,64.33,68.5,140.0,150.04,53.1711,146.71,115.22,33.62,87.0,117.13,53.41,37.64,173.9,76.9,185.1,107.85,94.41,44.42,75.9,80.65
2017-06-30,144.03,72.49,48.61,123.71,141.43,167.35,968.0,233.07,24.26,55.72,169.44,66.89,38.93,159.94,86.57,31.3,100.45,103.85,150.99,908.73,929.61,153.41,33.74,132.32,91.41,44.855,82.3,121.45,153.17,88.75,64.095,68.94,140.13,149.41,58.99,144.57,115.5,33.59,87.15,117.46,53.67,37.74,174.5,76.91,185.39,108.87,93.8,44.67,75.675,80.72
2017-07-03,143.5,72.4,48.7,123.95,138.35,167.9,953.66,229.65,24.68,56.27,171.62,68.26,38.33,158.82,85.92,31.32,106.32,107.48,148.44,898.42,918.95,153.96,33.45,132.87,92.72,44.77,82.67,120.78,152.5,88.82,64.25,68.16,139.63,146.16,58.64,139.26,115.44,33.83,87.74,116.86,52.84,38.09,174.45,76.41,186.43,109.94,93.38,44.98,75.34,82.1
2017-07-05,144.09,70.1,48.99,124.08,141.21,169.32,971.2,231.6,24.94,56.34,171.81,68.44,38.71,156.18,87.42,31.11,104.61,103.24,150.34,911.78,932.27,152.67,34.34,133.66,93.66,44.82,82.68,121.94,153.15,88.94,64.13,69.09,138.79,147.61,57.6,143.03,115.26,33.63,87.64,118.58,54.62,38.12,175.83,76.89,188.35,108.25,94.01,44.65,75.32,80.84
2017-07-06,142.72,69.38,47.96,122.98,140.75,166.85,965.14,235.1,24.71,55.3,170.27,67.64,38.24,157.09,86.8,30.7297,103.84,102.53,148.83,906.7,927.7,152.1,33.63,132.55,93.38,44.42,81.65,120.85,153.17,87.28,63.12,68.58,139.62,146.26,57.15,143.49,115.2,33.22,87.38,118.369,53.48,37.18,175.04,76.87,186.96,107.76,93.28,43.54,75.48,80.12
2017-07-07,144.17,69.67,48.43,124.25,142.21,166.57,978.66,239.61,24.83,55.9,171.1,67.91,38.57,154.1,87.82,30.89,103.54,103.28,151.44,918.52,940.82,152.19,33.89,132.53,93.85,44.38,82.28,122.12,156.3,87.96,63.18,69.45,140.49,150.17,57.97,146.76,115.42,33.35,87.62,117.91,53.96,36.97,177.5,78.47,187.92,108.32,93.96,43.5,75.32,80.21
2017-07-10,145.09,69.47,48.24,124.07,143.36,172.21,996.33,241.78,24.9,55.95,170.13,67.63,38.76,151.0,88.48,30.98,103.03,102.76,153.5,928.79,951.37,151.2,33.645,131.575,93.2,44.41,82.31,122.76,155.64,87.19,62.84,69.98,141.04,152.7,58.75,153.71,114.27,33.41,87.11,118.19,54.94,36.84,177.71,78.78,186.94,108.52,95.14,43.2,73.23,80.2
2017-07-11,145.55,69.48,48.17,123.9,142.92,168.41,994.1,240.9,24.6,55.32,169.23,66.815,38.78,149.35,88.31,31.095,103.15,103.86,155.279,930.3,953.54,150.62,33.91,131.27,92.82,44.33,82.35,124.42,154.97,87.25,62.36,70.0,140.75,154.35,58.205,155.88,113.7,33.16,86.75,117.21,54.76,36.599,178.71,79.05,186.0,108.62,95.44,42.9,73.47,80.62
2017-07-12,145.77,71.9,48.44,125.47,145.92,168.36,1006.5,246.43,24.36,55.05,169.97,66.93,39.03,151.75,90.37,31.17,103.88,103.55,158.91,943.84,968.03,152.65,34.25,132.25,92.54,44.5,83.52,125.32,156.66,87.85,62.79,71.15,140.83,158.75,58.235,162.54,114.809,33.23,86.96,118.26,56.55,36.85,180.18,80.52,186.75,109.22,96.235,43.24,73.98,81.0
2017-07-13,147.78,70.88,48.09,125.74,145.05,170.08,999.84,247.33,24.63,54.67,169.76,67.02,38.77,153.6,89.56,31.27,104.19,104.24,159.26,947.159,968.54,153.28,34.25,131.91,93.2,44.44,84.0,125.59,155.09,87.78,62.87,71.77,140.6,158.16,57.95,160.63,113.97,33.27,86.73,117.52,57.9,36.1999,180.04,80.54,185.54,108.84,95.92,43.48,75.04,81.015
2017-07-14,149.04,71.35,48.92,126.76,146.18,177.13,1001.9,250.29,24.225,55.15,169.5,66.68,38.66,151.21,90.0,31.41,100.56,105.09,159.97,956.0,976.91,152.88,34.67,132.66,92.24,44.66,84.38,127.07,155.28,88.58,63.08,72.77,141.66,161.13,58.01,164.935,114.93,33.425,87.1,119.15,57.16,36.3,180.91,81.99,186.92,109.53,96.95,43.56,76.36,81.26
2017-07-17,149.6,70.95,48.75,126.47,146.4,172.37,1010.05,249.04,23.99,54.77,170.08,66.81,39.21,152.84,89.29,31.5,104.14,104.79,159.73,953.7,975.96,153.95,34.48,132.09,91.35,44.71,83.67,127.42,155.23,86.01,62.575,73.35,141.03,161.7,57.79,164.26,114.95,33.24,87.56,119.01,57.57,36.38,180.8,81.66,186.64,109.05,96.83,43.67,76.4,80.865
2017-07-18,150.08,72.27,48.75,127.37,147.89,172.45,1024.3,250.89,23.9,54.759,170.39,66.88,39.17,151.5,89.275,31.5,103.74,104.91,162.86,965.21,986.94,152.2,34.53,134.49,91.05,44.68,83.72,127.77,153.94,85.845,62.41,73.29,141.5,183.62,57.65,165.99,114.985,33.35,88.64,119.61,58.96,35.97,179.31,82.155,186.96,109.24,97.6,43.36,76.21,80.59
2017-07-19,151.02,72.76,49.45,127.8,148.9,174.1,1026.88,254.35,24.0454,55.05,171.14,66.66,38.8,151.24,89.53,31.89,104.45,106.81,164.14,970.9,992.84,153.25,34.56,135.18,91.2,44.83,84.2,128.01,153.81,85.65,62.61,73.85,141.79,183.79,57.77,165.1,115.32,33.62,88.32,121.5,58.34,36.12,180.13,82.15,189.16,107.76,98.23,43.45,75.86,80.82
2017-07-20,150.35,72.23,50.87,128.57,149.94,174.24,1029.2,253.48,23.95,54.4,171.47,66.37,38.95,150.99,90.55,31.87,104.66,107.41,164.54,968.47,992.42,146.99,34.76,136.68,91.24,44.86,84.73,128.62,154.26,85.68,62.95,74.25,143.51,183.6,59.1,167.51,115.58,33.55,88.63,119.95,59.09,36.53,181.64,82.69,191.67,106.19,98.47,44.23,76.04,80.88
2017-07-21,150.3,74.62,50.84,128.83,149.52,175.1,1024.93,253.06,23.795,54.61,171.29,65.96,39.09,150.44,89.69,31.84,99.41,106.24,164.41,972.92,993.34,146.6,34.73,135.37,90.87,45.025,84.62,129.26,153.92,85.12,62.6,73.75,144.35,188.54,59.94,168.03,116.59,33.46,88.58,119.59,58.66,36.51,182.21,81.69,191.75,104.83,99.5798,44.24,76.15,80.13
2017-07-24,152.11,72.13,50.84,128.08,149.57,181.06,1038.48,253.0,23.93,54.56,171.79,66.12,38.93,151.0,89.705,31.86,103.27,107.04,166.0,983.3,1001.48,144.67,34.5,133.14,91.35,44.87,84.9,129.69,152.02,85.13,62.6,73.61,143.23,187.91,58.97,166.17,116.18,33.34,88.22,118.98,58.6,36.24,182.33,80.94,191.03,103.76,100.35,43.73,76.9,79.9
2017-07-25,152.75,70.77,50.84,128.93,148.21,175.76,1040.13,254.31,24.4822,54.9,172.97,68.025,39.77,153.17,90.63,32.13,100.51,105.57,165.28,950.65,969.93,146.97,34.66,131.87,92.8,45.23,82.2,129.99,159.06,85.94,62.38,74.199,143.16,186.95,59.38,165.35,116.46,33.09,89.16,117.83,58.27,36.22,180.19,81.39,190.41,104.97,100.0,44.0,78.51,80.28
2017-07-26,153.5,70.84,50.42,129.51,149.78,170.9,1053.2,257.005,24.22,55.96,173.05,67.99,39.36,152.09,91.07,31.66,105.15,106.92,165.61,947.8,965.57,146.65,34.75,130.93,91.93,45.735,81.86,131.07,156.45,85.73,61.81,74.05,145.49,189.09,58.37,167.21,117.16,32.9,89.24,117.59,58.77,38.05,175.06,82.53,190.71,104.44,100.86,44.4,78.9,80.39
2017-07-27,150.55,71.72,50.12,128.15,146.24,172.15,1044.98,250.91,24.12,53.22,173.02,67.61,39.43,152.52,90.5175,31.57,106.19,109.99,170.44,934.09,952.5,147.73,34.95,130.8,91.55,46.14,83.02,129.0,156.97,84.67,63.69,73.15,144.64,182.66,58.15,161.74,117.36,32.99,90.67,118.2,60.16,39.43,175.24,80.97,188.94,101.35,99.56,47.835,79.79,80.87
2017-07-28,149.49,70.435,49.62,128.4,146.73,169.59,1020.01,250.36,24.03,55.2799,173.99,67.44,38.98,152.88,90.61,31.51,108.25,109.08,172.46,941.5,958.2,148.05,35.3,131.84,91.27,46.01,83.1,127.9,155.82,84.32,64.11,73.03,145.09,184.03,58.66,164.4,116.61,33.14,90.2,118.49,59.19,38.995,175.97,80.72,191.08,103.29,99.18,47.93,79.81,79.6
2017-07-31,148.77,69.93,49.19,128.85,146.5,169.56,987.5,246.72,24.12,55.83,175.07,68.46,39.9,158.53,90.81,31.46,109.22,109.05,169.28,930.5,945.83,149.66,35.48,132.72,91.81,45.84,82.67,127.88,155.15,83.98,63.93,72.72,146.09,181.66,59.065,162.51,116.62,33.17,90.82,116.73,58.55,38.99,175.63,81.41,191.74,102.98,99.57,48.4,79.99,80.04
2017-08-01,150.05,68.68,49.16,129.87,147.36,174.14,996.19,248.37,24.44,55.06,176.29,69.6,40.34,159.75,91.26,31.64,110.76,110.61,169.85,930.83,946.56,149.83,36.3532,132.55,92.995,45.7,82.36,129.46,154.04,83.54,63.93,72.55,146.58,182.03,59.8625,164.4826,115.912,33.09,91.1,115.84,59.34,38.86,175.53,81.71,192.1,101.9,100.86,48.89,80.5,80.15
2017-08-02,157.15,69.01,49.23,128.61,147.13,169.52,995.32,253.1594,24.58,55.22,177.79,69.41,40.0,161.29,89.87,31.5,106.35,108.65,169.25,929.89,947.18,150.47,36.64,132.14,93.079,45.6,81.8,130.47,156.64,83.17,63.43,72.245,146.72,180.7039,59.78,164.27,115.59,32.9,91.04,114.49,59.1,38.27,176.34,81.27,193.02,102.29,101.22,48.205,80.5328,80.59
2017-08-03,155.51,69.28,49.14,129.97,147.8,174.19,987.1407,250.3,24.38,54.46,178.94,68.11,39.69,157.94,90.34,31.56,105.36,109.07,168.573,923.76,940.63,150.8,36.48,133.35,92.46,45.69,81.94,129.87,154.69,83.29,63.48,72.14,147.55,179.23,60.135,166.48,116.31,33.43,90.885,114.53,58.45,38.27,175.69,81.37,194.75,102.5,100.64,48.6075,80.87,80.46
2017-08-04,156.34,69.28,49.25,130.15,147.7,173.81,987.41,249.01,24.955,54.9,179.79,68.96,39.06,156.43,90.43,31.78,110.11,107.64,169.59,927.34,945.34,152.69,36.29,133.11,93.68,45.51,82.27,129.8,153.82,83.67,63.09,72.66,146.74,180.24,59.74,167.163,116.33,33.63,90.69,114.81,58.85,38.425,176.32,81.42,194.87,102.48,100.89,48.88,80.47,80.17
2017-08-07,158.79,69.5,49.29,129.61,148.41,169.63,991.8,252.43,24.95,56.3,178.0,69.03,39.61,156.89,90.49,31.825,105.7,106.34,171.96,928.85,945.31,153.36,36.41,132.84,94.02,45.63,82.05,130.33,154.94,84.34,62.84,72.4,147.11,181.32,59.8,172.32,116.94,33.3,91.43,115.86,59.61,38.52,177.4,82.17,194.78,102.53,101.47,48.88,81.29,80.16
2017-08-08,160.1,69.75,48.88,129.14,147.8,168.77,989.78,251.34,24.88,56.91,176.44,68.88,39.91,157.74,90.25,31.67,110.38,106.98,171.22,926.76,944.19,153.36,36.41,132.26,93.67,45.59,81.97,129.84,154.85,83.8,62.32,72.78,147.41,178.31,59.44,170.28,116.71,33.28,91.57,114.68,59.47,38.36,173.97,82.44,194.89,103.05,101.26,48.6,81.61,79.96
2017-08-09,161.1,72.02,48.755,129.61,148.3,168.63,982.22,249.14,24.73,57.4,178.04,68.42,40.63,156.85,90.12,31.625,110.91,102.78,171.18,922.9,939.92,155.3,36.59,133.28,93.51,45.58,82.56,129.73,154.84,83.9,62.49,72.45,147.18,175.75,59.88,172.1,116.62,33.45,91.86,115.46,59.66,38.35,173.25,82.28,194.77,103.75,100.94,48.22,81.59,80.2
2017-08-10,155.32,68.74,48.07,128.24,144.94,164.32,956.54,240.67,24.12,55.53,176.35,67.23,40.73,156.64,87.65,31.01,110.13,101.34,167.41,907.23,923.4,153.98,36.12,133.11,92.19,45.75,82.04,127.68,156.66,83.05,62.19,71.42,147.78,169.14,59.07,164.76,116.4,33.42,91.76,114.13,58.02,38.21,171.69,80.35,192.65,102.6997,99.51,48.04,80.67,78.98
2017-08-11,157.49,70.65,48.545,128.23,146.48,169.44,968.2,244.17,23.85,55.66,175.4,66.78,40.55,156.66,88.31,31.48,109.24,102.0,168.08,914.45,930.45,154.88,35.86,133.11,91.45,45.6,81.18,128.56,157.34,83.71,62.4,72.51,147.19,171.4,58.96,155.85,116.48,33.25,91.34,114.86,58.04,38.1,173.22,80.89,193.125,103.56,100.11,48.06,80.41,78.24
2017-08-14,159.78,70.81,49.08,129.65,149.13,166.8,983.25,250.84,24.41,57.62,177.2,67.89,41.89,157.89,90.26,31.83,108.68,101.37,170.7375,922.66,938.93,154.25,36.34,133.41,92.45,45.8,81.49,130.99,157.21,84.4,62.63,73.59,148.03,170.98,59.76,168.45,117.77,33.31,91.62,114.71,59.05,38.5,174.02,82.05,193.66,104.71,101.83,48.765,80.67,78.222
2017-08-15,161.64,70.31,48.82,129.39,150.35,166.3,982.68,253.69,24.47,56.78,177.55,67.98,41.5,156.87,90.7,32.1,104.53,100.7,171.01,922.19,938.13,150.16,35.99,133.4,92.74,46.18,81.73,131.6,157.62,84.5925,62.52,73.23,149.13,168.48,58.57,166.96,118.98,33.39,92.23,116.87,59.69,38.15,173.55,81.96,194.53,104.84,102.635,48.5,80.79,78.08
2017-08-16,160.92,68.72,49.82,130.0,151.82,167.66,978.02,253.42,24.18,56.42,178.59,67.69,41.23,159.76,92.22,32.355,103.9,102.22,169.99,927.27,944.73,152.27,35.81,134.16,92.11,46.21,80.7,132.42,158.94,84.6,62.7,73.66,149.98,169.99,58.56,165.13,119.09,33.36,92.48,117.8,60.28,38.23,175.36,82.46,193.77,105.85,103.34,48.41,80.95,77.47
2017-08-17,157.86,69.8799,49.29,127.6,148.23,164.15,960.57,246.95,23.63,55.7,177.21,66.6,40.27,157.22,90.86,31.03,103.01,101.39,166.93,911.01,927.65,149.69,35.17,133.07,90.66,45.86,77.81,130.95,157.89,83.69,61.84,72.41,148.61,166.08,57.47,161.47,118.38,32.96,92.09,115.89,59.29,37.6,172.91,80.17,192.74,103.23,102.21,47.9,79.7,76.28
2017-08-18,157.51,68.27,48.75,127.44,147.96,167.25,958.61,249.37,23.62,55.36,177.52,66.59,40.52,157.15,90.74,30.365,106.49,100.69,167.43,910.71,926.18,147.46,35.01,132.63,90.76,45.67,77.04,131.16,157.8,83.43,61.48,72.5,149.92,166.53,54.95,161.58,117.6,32.66,92.47,115.29,59.44,37.37,172.54,79.97,190.82,103.9,102.52,47.66,79.36,76.64
2017-08-21,157.16,69.0,48.89,128.17,149.25,168.17,952.73,249.62,23.3701,55.58,178.28,65.9475,40.8,157.07,91.72,30.69,105.74,100.36,167.78,906.32,920.54,149.2,34.92,133.43,90.61,45.67,77.38,131.95,158.37,83.49,61.98,72.14,150.46,166.68,53.61,159.14,118.25,32.75,92.87,116.24,59.395,37.58,174.0,79.88,192.01,104.28,103.22,48.13,79.74,76.36
2017-08-22,159.78,71.78,49.71,129.32,152.24,166.36,966.77,255.16,23.82,56.59,180.44,66.84,41.35,158.69,92.95,31.26,106.39,102.78,169.63,924.6,940.7,149.92,34.65,134.68,91.57,45.605,78.27,133.83,159.64,81.74,62.4505,73.15,150.81,169.35,54.12,162.5,117.92,33.17,92.79,116.21,60.83,37.9748,176.74,80.75,194.73,106.21,104.07,48.36,80.01,76.75
2017-08-23,159.99,69.8,49.66,128.36,151.1,168.99,957.56,256.98,23.75,57.89,179.85,67.201,40.65,159.37,93.11,30.93,106.63,101.5,168.71,927.55,942.68,149.11,34.66,132.78,91.68,45.55,78.141,133.09,158.78,79.75,62.17,72.73,149.6503,169.06,53.61,165.78,117.27,33.24,92.44,115.44,60.05,37.9,175.8,80.89,194.2,105.05,103.16,48.29,79.96,76.61
2017-08-24,159.31,72.12,49.36,128.64,150.82,169.95,952.52,254.76,23.84,57.08,178.38,67.67,40.14,151.32,94.14,31.25,107.49,101.53,167.71,921.69,937.08,148.25,34.7,132.86,91.5,45.42,78.89,132.96,158.39,79.21,62.68,72.7,149.32,168.13,53.8396,165.2,116.2,33.23,92.25,114.49,59.99,37.67,175.99,81.25,194.76,104.55,103.22,48.32,78.32,76.32
2017-08-25,159.86,70.73,49.355,129.4,151.45,169.75,945.0,245.3,23.775,57.27,179.69,67.86,40.2,152.435,94.13,31.46,108.25,102.439,166.33,915.89,930.5,149.7,34.68,131.73,91.9,45.58,78.81,132.75,158.88,79.09,62.97,72.83,150.13,165.95,53.91,163.81,115.87,33.41,92.54,114.88,59.98,38.01,177.23,80.99,194.37,105.26,103.43,48.69,78.67,76.74
2017-08-28,161.47,71.55,50.25,129.24,151.79,168.04,945.999,243.24,23.72,57.48,178.66,67.81,40.35,152.54,93.66,31.54,107.76,102.57,167.24,913.7396,928.13,151.39,34.65,131.67,91.6,45.42,78.85,133.87,159.65,79.58,63.34,72.83,150.86,167.09,53.71,164.96,115.52,33.47,92.44,115.5,60.53,37.93,178.43,80.76,195.101,104.56,103.76,48.61,77.99,76.45
2017-08-29,162.92,73.89,50.155,129.65,152.16,168.48,954.06,241.62,23.59,58.89,178.6,67.48,39.61,152.25,93.83,31.49,104.89,102.6,168.06,921.31,935.9,149.83,34.73,132.23,91.09,45.465,78.55,133.84,159.38,79.73,63.11,73.06,150.71,168.83,52.73,164.7,115.86,33.49,92.33,116.59,61.01,37.84,180.6,81.0,196.78,105.0,103.72,48.51,78.81,76.43
2017-08-30,163.33,72.14,50.1,129.74,153.73,169.87,967.56,246.02,23.865,58.27,180.26,68.02,40.825,153.13,94.86,32.0,104.77,102.87,169.92,929.57,943.56,150.0,34.9,131.01,91.3,45.38,80.48,133.91,159.48,79.85,63.11,74.0,150.59,174.7,52.54,165.65,115.14,33.45,91.86,116.39,61.76,37.66,183.0,82.3,195.83,104.94,103.81,48.12,78.55,76.0863
2017-08-31,163.97,75.29,50.92,130.67,155.17,173.9,980.66,252.06,23.89,59.34,181.05,68.03,40.62,156.74,95.46,32.22,104.66,100.39,171.97,939.05,955.26,149.88,35.07,132.32,90.89,45.53,81.25,133.34,159.92,80.58,63.85,74.78,150.44,174.72,52.8,169.44,115.68,33.92,92.26,116.9,61.67,37.45,187.14,82.81,198.9,105.26,103.53,47.97,78.07,76.32
