,AAPL,ABBV,ABT,ACN,ADBE,AMGN,AMZN,AVGO,BAC,BMY,BRK.B,C,CMCSA,COST,CRM,CSCO,CVX,DIS,FB,GOOG,GOOGL,HD,INTC,JNJ,JPM,KO,LLY,MA,MCD,MDT,MRK,MSFT,NEE,NFLX,NKE,NVDA,PEP,PFE,PG,PM,PYPL,T,TMO,TXN,UNH,UNP,V,VZ,WMT,XOM
,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close
date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-06-01,19.906,,8.23,31.3,29.35,50.12,83.12,,11.44,20.11,59.699,354.9,6.96,49.76,9.948,19.51,69.22,25.02,,213.34,213.553,24.19,16.52,55.88,36.71,24.515,34.64,17.334,59.89,34.93,27.52,21.39,58.2,5.849,14.835,10.95,53.18,14.74,53.38,43.72,,24.64,39.83,20.38,27.51,25.985,16.663,29.26,50.62,71.79
2009-06-02,19.926,,21.668,31.17,29.53,50.77,84.91,,11.4214,20.38,59.88,35.1,3.067,49.45,9.813,19.6,49.74,25.16,,214.17,214.384,24.52,16.17,56.21,34.52,24.83,35.0,16.85,60.37,35.83,27.7,21.4,57.69,5.88,14.463,10.85,55.35,14.99,53.7,44.55,,24.83,40.08,20.1,28.06,26.5,16.73,29.56,49.93,72.92
2009-06-03,20.147,,21.658,30.39,29.06,44.43,85.7,,11.25,20.0,58.48,326.0,7.095,48.47,9.83,19.35,68.32,25.11,,215.87,216.091,24.3897,15.93,56.19,34.11,24.555,34.61,16.85,61.0,35.2,27.61,21.74,55.8,5.78,14.55,10.51,54.24,14.91,53.83,44.2,,24.49,39.34,20.07,27.52,25.895,17.073,29.61,50.94,72.13
2009-06-04,20.524,,21.471,30.21,29.44,51.0,85.48,,11.8,19.97,58.62,343.3,3.069,47.87,2.454,19.66,69.7,22.26,,220.25,220.47,24.61,16.12,55.79,35.19,24.855,34.42,16.84,60.18,34.11,26.61,21.81,55.58,5.816,14.388,10.88,54.81,14.63,53.34,44.43,,24.36,39.35,20.06,27.28,26.66,17.298,29.57,50.85,72.94
2009-06-05,20.67,,21.577,30.51,29.99,50.89,87.57,,11.9111,19.95,58.4,332.7,7.055,47.64,9.785,19.88,69.43,24.94,,222.04,222.267,24.19,15.92,55.97,34.79,24.74,34.79,16.745,59.83,33.99,26.08,22.16,55.08,5.599,14.573,10.84,54.92,14.52,53.18,44.12,,24.56,40.0,19.69,27.12,26.925,17.323,29.23,51.08,72.99
2009-06-08,20.533,,21.461,29.71,29.14,43.58,86.39,,12.01,19.77,58.59,32.89,7.175,47.53,9.663,19.87,69.56,25.34,,219.36,219.584,24.55,15.93,55.61,35.4,24.69,34.08,16.63,58.72,33.75,25.92,22.06,55.37,5.547,14.513,10.77,54.17,14.3,53.15,44.53,,24.38,39.67,19.78,26.06,27.0,17.45,29.28,50.82,73.21
2009-06-09,20.371,,21.284,30.33,29.78,43.43,87.07,,12.0101,19.47,59.49,32.79,7.2,47.14,9.885,20.08,50.34,25.37,,217.81,218.028,24.34,16.44,55.7,35.27,24.53,33.89,16.788,59.02,34.06,25.69,22.11,55.05,5.571,14.66,11.38,53.43,14.12,52.37,43.88,,24.2,40.78,21.02,25.96,26.945,17.158,29.43,50.6,73.12
2009-06-10,20.029,,21.183,30.66,30.13,42.89,86.58,,11.97,19.41,58.5,33.47,7.145,46.59,9.995,19.96,70.24,22.22,,216.3,216.516,24.38,16.45,55.61,34.8,24.21,33.919,17.33,58.3,33.61,25.59,22.56,55.22,5.41,14.26,11.742,53.31,14.05,52.09,43.53,,24.31,41.69,20.96,25.73,26.72,17.315,29.53,50.06,73.86
2009-06-11,19.969,,21.365,31.29,30.47,42.69,85.65,,12.95,19.93,59.359,33.47,3.078,46.26,2.6,20.06,71.85,22.34,,214.49,214.709,24.22,16.34,56.02,34.97,24.295,34.35,16.986,57.66,33.61,26.16,22.82,56.52,5.393,14.16,11.55,52.98,14.57,52.01,43.94,,24.75,41.82,20.82,24.02,26.58,16.688,29.75,49.31,73.98
2009-06-12,19.546,,21.807,31.46,30.16,43.13,84.07,,13.73,19.83,59.47,33.37,7.19,47.02,2.6,19.92,72.72,22.19,,212.42,212.632,24.16,16.31,56.08,35.15,24.445,34.3,16.706,58.35,33.6,26.08,23.34,57.39,5.407,14.138,11.52,53.66,14.78,52.57,43.53,,25.03,41.75,20.77,24.21,27.195,16.118,29.92,49.86,73.79
2009-06-15,19.441,,21.461,31.74,28.85,49.4,83.25,,13.35,19.41,58.58,32.41,6.91,46.34,10.143,19.36,50.98,24.23,,208.46,208.673,23.81,15.97,54.74,33.99,24.07,32.97,16.662,57.79,32.16,24.96,23.44,56.49,5.45,13.988,11.3,52.91,14.14,51.29,42.9,,24.62,40.41,21.13,23.55,25.83,16.113,29.73,48.47,72.86
2009-06-16,19.479,,21.471,31.52,28.18,43.83,82.15,,12.74,19.38,58.22,31.25,6.765,45.93,2.498,19.07,69.91,20.8,,208.06,208.273,23.2,15.85,54.64,33.44,23.925,32.98,16.374,57.13,32.42,24.4,23.45,56.72,5.399,13.838,11.01,52.39,14.16,50.04,42.25,,24.2,40.2,20.72,24.0,25.85,15.618,29.55,48.28,71.61
2009-06-17,19.379,,22.037,32.32,28.7,45.2,82.59,,12.27,19.93,57.48,296.2,6.93,46.59,10.115,19.19,68.91,23.7,,207.68,207.893,23.65,16.15,55.24,32.75,23.97,33.41,16.451,57.37,32.93,24.79,23.67,56.71,5.764,13.655,11.28,52.93,14.58,50.01,41.93,,24.15,40.88,21.42,23.99,25.7,15.36,29.78,48.55,71.46
2009-06-18,19.416,,8.72,31.96,28.69,53.04,81.6,,12.88,20.44,56.499,30.1,6.935,46.23,10.03,18.98,68.29,21.0,,206.78,206.992,23.35,15.85,55.75,34.18,24.76,33.85,16.325,58.14,33.35,25.66,23.5,57.75,5.907,14.075,11.06,54.49,14.91,51.1,42.55,,24.13,41.09,21.32,25.43,25.385,15.278,30.09,48.68,71.39
2009-06-19,19.919,,8.705,31.71,29.35,44.79,82.95,,13.23,20.56,56.15,30.48,2.942,46.11,9.98,18.91,67.95,20.83,,210.03,210.245,23.53,16.0,56.1,34.95,24.415,33.71,16.107,58.22,33.93,25.91,24.09,57.05,5.944,14.16,11.21,53.85,15.02,50.57,42.07,,23.98,41.33,21.63,25.4,25.96,15.357,29.63,48.17,70.89
2009-06-22,19.623,,22.392,31.13,27.32,50.99,79.14,,11.97,20.3,55.6,28.85,6.81,45.35,9.325,18.4,47.16,20.06,,203.68,203.889,23.23,15.67,55.45,32.93,24.01,33.24,15.707,57.18,33.15,25.17,23.29,57.19,5.794,13.818,10.54,53.48,14.8,50.57,41.6,,24.14,39.87,20.96,24.53,24.635,15.335,29.98,48.5915,68.77
2009-06-23,19.137,,8.574,31.2,27.81,43.77,77.61,,12.219,20.14,55.155,28.95,6.9,45.08,9.428,18.57,65.88,22.88,,202.84,203.043,22.87,15.84,54.96,33.53,23.9,33.56,16.038,56.72,33.35,25.08,23.32,56.93,5.653,13.348,10.49,52.95,14.71,50.51,41.39,,24.64,39.23,20.57,24.51,24.74,15.663,30.53,48.35,68.83
2009-06-24,19.467,,22.56,31.43,27.73,51.0,79.28,,12.34,20.18,55.88,29.23,2.933,45.05,9.815,18.6,65.77,22.9,,204.55,204.755,22.689,16.1,55.49,33.42,23.75,33.64,16.1,56.35,33.62,25.47,23.49,57.43,5.656,13.265,10.87,53.01,14.72,50.57,41.59,,24.67,40.29,21.01,24.8,25.21,15.293,30.78,48.49,68.461
2009-06-25,19.991,,23.026,31.78,28.53,44.43,82.24,,12.34,20.91,56.07,291.4,7.185,46.26,9.933,19.04,66.87,23.55,,207.8,208.013,23.57,16.32,56.27,34.12,23.94,35.37,16.409,57.44,34.74,26.59,23.8,57.5,5.873,12.838,11.42,53.91,15.31,51.67,43.01,,24.87,41.77,21.32,24.99,26.525,15.491,31.09,49.17,69.82
2009-06-26,20.357,,22.743,33.67,28.1,45.19,83.72,,12.76,20.93,56.01,29.14,7.115,46.4,2.428,18.89,65.82,23.41,,213.0,213.213,23.6,16.29,56.42,34.48,24.055,35.29,16.8,56.97,34.97,26.91,23.35,56.69,5.77,12.69,11.5632,54.65,15.19,51.72,42.58,,24.8,41.91,21.41,24.77,26.525,15.885,30.96,48.57,68.97
2009-06-29,20.28,,22.934,33.45,28.59,45.45,83.03,,13.14,20.58,56.989,290.4,7.18,46.21,2.429,18.99,66.96,23.65,,212.23,212.442,23.85,16.39,57.0,34.54,24.135,35.04,16.781,57.24,34.78,27.88,23.82,57.62,5.886,12.943,11.56,54.85,15.26,52.23,43.41,,25.26,41.76,21.31,25.15,26.355,15.745,31.37,48.7499,70.73
2009-06-30,20.36,,22.589,33.48,28.31,45.31,83.75,,13.14,20.32,57.85,285.6,3.067,45.7,9.545,18.64,66.31,23.32,,211.04,211.256,23.66,16.53,56.78,34.27,23.985,34.67,16.76,57.43,34.89,27.95,23.77,56.86,5.914,12.953,11.29,54.99,14.99,51.08,43.63,,24.83,40.83,21.3,24.99,26.05,15.535,30.7,48.38,69.98
2009-07-01,20.404,,22.373,33.71,28.64,45.15,81.59,,13.071,20.23,58.48,29.7,3.069,45.78,2.43,18.8,47.71,23.44,,209.49,209.704,23.72,17.05,57.06,33.76,24.56,34.98,16.555,58.17,34.7,28.03,24.03,56.96,5.803,13.09,11.32,56.52,14.89,52.02,44.08,,25.05,40.34,21.61,25.15,26.345,15.215,30.82,48.38,70.54
2009-07-02,20.004,,21.994,33.26,27.64,44.05,79.32,,12.68,19.74,57.75,29.1,6.945,44.64,9.505,18.51,46.2,22.86,,204.07,204.279,22.87,16.71,55.96,32.61,24.425,34.0,16.578,57.46,33.95,27.01,23.36,55.43,5.703,12.778,10.89,56.4,14.49,50.99,42.87,,24.58,39.42,21.38,23.92,25.52,15.183,30.22,47.85,68.44
2009-07-06,19.801,,22.066,33.15,27.16,52.05,78.06,,12.12,19.69,57.1,268.3,6.95,45.7,2.316,18.54,64.2,23.1,,205.0,205.205,22.86,16.53,56.63,32.53,24.505,33.57,16.7,57.97,33.92,27.88,23.2,55.71,5.683,12.988,10.55,57.11,14.57,52.15,44.09,,24.8,39.74,21.41,24.06,25.35,15.188,30.38,47.73,68.13
2009-07-07,19.34,,21.745,32.54,26.34,44.7,75.63,,12.14,19.69,56.139,258.7,6.645,44.5,8.893,18.24,44.97,22.53,,198.2,198.403,22.3701,16.25,56.19,32.83,24.305,33.47,16.097,56.79,33.35,27.63,22.54,54.45,5.543,12.79,10.09,56.01,14.59,51.89,43.73,,24.32,38.64,20.75,25.17,24.5,14.915,29.62,47.8195,66.51
2009-07-08,19.606,,22.215,32.63,26.48,59.46,77.37,,11.8,19.68,56.059,252.0,6.75,46.01,2.282,18.14,62.8,19.691,,201.21,201.416,22.66,15.95,57.11,32.72,24.255,33.42,16.091,57.04,32.82,28.04,22.5799,54.14,5.527,12.878,10.11,54.86,14.61,52.71,43.49,,23.55,38.06,20.38,24.64,24.445,14.863,28.68,48.37,66.33
2009-07-09,19.474,,22.023,32.38,27.43,49.75,78.055,,11.95,19.48,55.416,26.8,6.695,45.5,9.193,18.16,45.24,19.948,,205.25,205.455,22.66,16.01,56.63,33.58,24.335,32.97,16.25,56.71,32.66,27.0,22.44,54.47,5.707,12.745,10.31,54.66,14.28,52.35,42.33,,23.37,38.11,20.42,24.88,24.815,15.088,28.65,48.04,65.91
2009-07-10,19.784,,21.754,32.73,27.58,49.48,77.63,,11.86,19.36,54.9,25.8,6.63,44.98,2.327,18.34,44.03,22.39,,207.2,207.407,22.52,16.04,56.9,32.32,24.13,33.32,16.05,57.0,32.76,26.43,22.39,54.28,5.727,12.818,10.38,54.65,14.19,52.18,42.31,,23.418,38.38,20.45,24.65,25.185,14.975,28.57,47.54,65.154
2009-07-13,20.333,,22.143,33.35,28.36,58.0,81.5,,12.97,19.48,56.56,267.3,6.755,44.97,2.39,18.58,44.78,20.1,,212.08,212.297,23.12,16.47,57.67,34.59,24.545,32.94,16.522,57.25,33.44,26.81,23.23,55.25,6.03,12.878,10.49,55.65,14.77,52.96,42.9,,23.77,39.24,20.86,25.03,25.615,15.073,29.071,47.8,65.68
2009-07-14,20.324,,22.292,33.68,28.3,49.72,81.95,,12.9,19.46,57.4,280.8,6.775,45.03,9.55,18.72,45.18,23.14,,212.33,212.542,23.67,16.83,58.25,34.67,24.66,32.87,16.582,57.45,33.79,27.17,23.11,56.25,6.186,12.965,10.71,56.12,14.899,53.58,42.6783,,23.47,39.31,21.1,24.77,26.64,15.075,28.96,48.11,66.22
2009-07-15,20.974,,21.716,34.0,29.85,57.9,84.55,,13.43,19.86,58.8,304.8,7.055,46.92,2.479,19.82,64.57,24.09,,219.13,219.349,24.11,18.05,58.97,36.33,25.27,33.5,17.234,57.06,34.52,27.7,24.12,57.4,6.344,13.223,11.15,57.29,15.0,54.66,44.03,,23.98,40.01,21.89,24.91,27.85,15.583,29.32,48.55,68.45
